age,balance,duration,pdays,unemployment,married,education,housing,default,loan,y
47,201,58,382,0,1,0,1,0,0,no
37,189,148,-1,0,1,0,0,0,0,no
60,-49,188,261,0,0,0,1,0,0,no
43,1413,75,-1,0,0,1,1,0,0,no
58,264,523,-1,0,0,1,1,0,1,no
52,54,103,-1,0,1,1,1,0,1,no
50,12519,146,147,0,1,0,1,0,0,no
32,2881,356,-1,0,0,1,0,0,0,yes
42,0,71,-1,0,1,0,1,0,0,no
31,88,189,-1,0,1,1,1,0,1,no
28,1020,251,-1,0,1,1,1,0,0,no
36,119,127,-1,0,0,1,0,0,0,no
51,1594,197,-1,1,0,1,0,0,0,no
46,342,84,-1,0,1,1,1,0,1,no
50,72,141,-1,0,0,1,0,0,0,no
32,14,171,-1,0,1,1,1,0,0,no
26,81,262,-1,0,0,1,0,0,0,no
41,231,352,-1,0,1,1,0,0,0,yes
39,1161,236,336,0,1,1,1,0,0,no
31,-45,184,-1,0,1,1,1,0,0,no
28,231,568,-1,0,0,1,1,0,1,no
31,36,105,-1,0,0,1,0,0,0,no
30,1570,260,-1,0,1,1,1,0,0,no
35,7050,222,182,0,1,1,0,0,0,yes
33,3704,447,-1,0,1,0,1,0,0,no
30,6619,239,-1,0,0,1,1,0,0,no
32,-84,426,-1,0,0,1,1,0,0,no
40,1509,333,58,0,0,1,0,0,0,no
31,1134,174,-1,0,1,1,0,0,0,no
36,146,284,-1,0,1,1,1,0,1,no
33,9449,428,-1,0,0,1,1,0,0,no
57,374,236,-1,0,1,1,1,0,1,no
45,88,150,-1,0,1,1,0,0,0,no
59,2764,237,206,0,1,1,0,0,0,no
30,2,1031,-1,0,0,1,1,0,1,yes
33,8023,107,105,0,1,1,0,0,0,no
52,289,45,-1,0,1,1,1,0,0,no
83,0,140,-1,0,1,1,0,0,0,no
58,1382,700,-1,0,0,1,0,0,0,yes
33,280,155,-1,0,0,1,0,1,1,no
41,2195,211,-1,0,0,0,1,0,0,no
31,33,165,-1,0,1,1,0,0,0,no
35,275,144,-1,0,0,1,0,0,1,no
27,703,590,-1,0,0,1,1,0,0,yes
57,887,43,-1,0,0,0,0,0,0,no
56,0,471,-1,0,1,0,0,0,0,no
53,1178,295,-1,0,0,1,1,0,0,no
39,2763,526,-1,0,1,1,1,0,0,yes
32,890,27,-1,0,0,1,1,0,1,no
46,548,1181,-1,0,1,1,0,0,0,yes
56,272,103,-1,0,1,1,0,0,0,no
46,6269,249,112,0,0,1,1,0,0,no
29,178,231,-1,0,1,1,1,0,0,no
60,252,123,147,0,1,0,1,0,1,no
33,23663,199,146,0,0,1,1,0,0,no
27,81,197,199,0,0,1,0,0,0,no
50,59,67,-1,0,0,1,1,0,0,no
45,1343,220,-1,0,1,1,0,0,1,no
58,225,122,-1,0,1,1,0,0,0,no
59,0,104,-1,0,1,0,1,0,0,no
58,2538,307,-1,0,0,0,1,0,0,no
64,43,117,91,0,1,0,0,0,0,no
47,57,253,342,0,1,1,0,0,0,no
40,-117,770,-1,0,1,1,1,0,0,no
36,666,190,133,0,0,1,1,0,1,no
28,0,767,-1,0,0,1,1,0,0,yes
38,25,232,-1,0,0,1,1,0,0,yes
53,1034,854,170,0,1,0,1,0,0,no
46,324,293,-1,0,0,1,1,0,0,no
54,0,986,94,0,1,1,0,0,0,no
32,0,66,-1,0,1,1,0,0,0,no
55,621,114,208,0,1,0,0,0,1,no
55,138,205,-1,0,0,1,0,0,0,no
56,4063,31,-1,0,1,1,0,0,1,no
40,11084,113,-1,0,1,1,0,0,0,no
44,310,200,253,0,1,1,1,0,0,no
32,73,158,135,0,1,0,1,0,0,no
33,1808,99,-1,0,1,1,1,0,0,no
41,1281,45,-1,1,0,1,0,0,0,no
37,64,239,278,0,1,1,1,0,0,no
58,2,168,-1,0,0,1,1,0,0,no
52,60,196,-1,0,1,1,0,0,1,no
49,133,319,-1,0,0,1,0,0,0,no
44,3706,209,-1,0,1,0,0,0,0,no
28,174,184,-1,0,0,0,0,0,0,no
31,251,156,-1,0,1,1,0,0,1,no
37,4153,35,-1,0,1,1,1,0,0,no
30,985,88,-1,0,0,1,1,0,0,no
28,168,347,140,0,0,1,0,0,0,yes
46,1550,126,149,0,1,1,1,0,0,no
47,7708,157,-1,0,1,1,1,0,0,no
35,-12,212,-1,0,1,0,1,0,0,no
80,6483,123,-1,0,1,0,0,0,0,no
30,60,306,-1,0,0,1,1,0,1,no
55,3339,63,-1,0,0,1,1,0,0,no
22,1161,119,-1,0,0,1,0,0,1,no
33,599,29,-1,0,0,0,1,0,0,no
53,28,117,-1,0,1,0,0,0,0,no
49,1430,231,-1,0,1,1,0,0,0,no
51,35,123,-1,0,1,1,0,0,1,no
41,6000,265,-1,0,1,1,1,0,0,no
34,0,144,-1,0,1,1,1,0,0,no
36,340,559,-1,0,0,1,0,0,1,no
35,0,74,168,0,1,1,0,0,0,no
29,3,183,-1,0,1,1,1,0,0,no
40,445,631,-1,0,0,1,1,0,0,no
32,874,1282,-1,0,0,1,0,0,0,yes
48,705,108,-1,0,1,1,0,0,0,no
59,1033,1199,-1,0,1,0,0,0,0,yes
35,1354,736,-1,0,0,1,1,0,0,yes
33,123,264,-1,0,0,1,0,0,0,no
55,8894,262,-1,0,1,0,0,0,0,no
41,429,244,-1,0,1,1,1,0,0,no
42,14752,107,-1,0,1,0,0,0,0,no
46,67,9,-1,0,1,0,0,0,0,no
35,39,149,-1,0,0,1,0,0,0,no
28,102,321,-1,0,0,1,0,0,0,no
25,1790,224,322,0,0,1,0,0,0,no
56,15311,157,-1,0,0,1,0,0,0,no
30,-635,250,-1,0,0,1,0,0,0,no
45,115,209,-1,0,1,1,0,0,0,no
40,10786,111,-1,0,1,1,0,0,0,no
40,498,55,298,0,1,1,1,0,0,no
39,1045,290,-1,0,1,1,1,0,1,no
48,810,383,-1,0,1,1,0,0,0,no
31,-162,380,-1,0,0,1,1,0,0,no
32,55,124,-1,0,1,1,0,0,0,no
34,586,224,-1,0,1,1,1,0,1,no
26,455,240,182,0,0,1,0,0,0,no
31,1010,385,364,0,1,1,1,0,0,no
37,509,133,-1,0,0,1,1,0,0,no
29,2929,91,-1,0,0,0,0,0,0,no
57,3071,63,-1,0,1,1,1,0,1,no
47,153,192,-1,0,0,1,1,0,0,no
38,1146,91,-1,0,0,1,1,0,0,no
48,1092,79,172,0,1,0,0,0,1,no
50,3463,96,-1,0,1,1,0,0,1,yes
33,1158,25,-1,0,1,1,1,0,0,no
28,26,227,-1,0,0,1,1,0,0,no
30,566,110,-1,0,0,1,0,0,0,no
52,204,134,-1,0,0,1,0,0,0,no
36,480,213,-1,0,1,1,0,0,0,yes
36,1855,75,273,0,0,1,1,0,0,no
46,1034,109,-1,0,1,1,0,0,0,no
57,3250,162,-1,0,1,1,0,0,0,no
28,1633,275,-1,0,0,1,0,0,0,yes
46,0,154,124,0,1,1,1,0,0,no
55,3334,632,-1,0,1,0,0,0,0,yes
33,4020,251,-1,0,1,1,1,0,1,no
53,66,141,-1,0,1,1,0,0,1,no
41,-41,154,-1,0,0,1,1,0,1,no
60,322,63,-1,0,1,1,1,0,0,no
35,2643,259,-1,0,1,0,0,0,1,no
43,49,100,-1,0,0,0,1,0,0,no
57,1,17,-1,0,0,0,0,0,0,no
46,3098,192,-1,0,1,1,1,0,0,no
31,352,97,-1,0,1,0,1,0,0,no
53,65,41,-1,0,1,1,0,0,0,no
35,1949,200,-1,0,1,1,1,0,0,no
32,739,91,-1,0,0,1,1,0,0,no
48,1167,264,-1,0,1,1,1,0,1,yes
50,231,397,-1,0,1,1,1,0,0,no
40,1136,86,-1,0,1,0,1,0,0,no
42,233,446,-1,0,1,1,0,0,0,no
59,817,304,-1,0,1,1,0,0,0,no
27,1128,88,-1,0,0,0,1,0,0,no
32,1831,86,-1,0,0,1,1,0,0,no
35,450,63,-1,0,0,1,1,0,0,no
28,0,335,281,0,1,1,1,0,0,no
37,414,293,162,0,0,1,0,0,0,no
57,1052,227,-1,0,1,0,1,0,0,no
42,1022,146,-1,0,0,1,1,0,0,no
55,343,276,-1,0,1,0,1,0,0,no
52,1944,238,323,0,1,1,1,0,0,no
26,-32,14,-1,0,0,1,1,0,1,no
52,1781,144,-1,0,1,1,1,0,0,no
26,350,367,-1,0,0,1,0,0,0,no
33,2,132,-1,1,1,1,1,0,0,no
24,111,42,-1,0,0,0,1,0,1,no
37,168,227,-1,0,0,1,1,0,0,no
28,3,40,349,0,0,1,0,0,0,no
30,102,614,-1,0,0,1,1,0,0,no
33,0,270,-1,0,1,0,1,0,0,no
55,159,15,-1,0,1,0,0,0,0,no
33,1134,304,-1,0,1,1,1,0,0,no
42,352,79,-1,0,1,1,1,0,0,no
37,865,101,-1,0,1,1,1,0,0,no
59,179,55,-1,0,1,0,1,0,0,no
27,5,205,-1,0,0,1,1,0,0,no
23,-230,259,-1,0,1,1,1,1,0,no
51,0,60,-1,0,0,1,0,0,0,no
50,3924,122,-1,0,1,0,1,0,0,no
43,764,557,-1,0,1,1,1,0,0,no
37,511,42,-1,0,0,0,1,0,0,no
34,4348,373,-1,0,0,1,1,0,0,no
41,3016,80,-1,0,1,1,1,0,0,no
26,279,239,-1,0,0,1,0,0,0,no
49,1405,29,-1,0,0,1,0,0,0,no
29,908,1663,-1,0,0,1,1,0,0,yes
30,162,186,-1,0,0,1,1,0,0,no
38,792,430,-1,0,0,1,0,0,0,no
58,111,58,-1,0,1,1,0,0,0,no
34,1281,279,117,0,0,0,0,0,0,no
53,1012,332,-1,0,0,0,1,0,0,no
50,2881,510,2,0,1,1,0,0,0,no
30,445,218,330,0,0,1,1,0,0,no
40,643,74,256,0,1,1,1,0,0,no
57,254,676,-1,0,0,1,0,0,0,no
40,-1212,1259,333,0,1,1,1,0,0,no
41,2125,285,116,0,1,1,1,0,1,no
53,629,298,-1,0,0,0,1,0,0,no
48,-202,225,-1,0,1,1,1,0,1,no
32,271,80,268,0,0,1,1,0,0,no
34,703,342,-1,0,1,1,1,0,0,yes
46,-216,404,-1,0,1,1,1,0,0,no
45,88,332,-1,0,0,1,0,0,1,no
51,16,158,-1,0,0,1,1,0,0,no
31,466,164,-1,0,1,1,1,0,0,no
47,-75,57,247,0,1,1,1,0,0,no
32,456,121,-1,0,1,1,0,0,0,no
41,77,56,-1,0,1,1,1,0,0,no
37,-244,178,-1,0,0,1,0,0,0,no
27,1209,283,-1,0,0,0,0,0,0,no
27,58,113,337,0,1,1,1,0,0,no
50,421,22,-1,0,1,1,0,1,0,no
31,112,159,271,0,0,1,1,0,0,no
40,13669,138,136,0,1,1,0,0,0,no
43,1429,1015,198,0,1,1,1,0,0,yes
39,794,182,-1,0,1,1,0,0,0,no
31,1957,112,-1,0,0,1,0,0,0,no
48,454,114,-1,0,1,1,1,0,0,no
32,882,80,-1,0,0,0,0,0,1,no
47,168,66,241,1,1,0,1,0,0,no
35,714,135,-1,0,0,1,1,0,0,no
42,0,99,-1,0,0,1,0,0,0,no
47,1996,761,-1,0,1,1,0,0,0,yes
59,163,464,-1,0,1,1,0,0,0,no
38,3190,20,-1,0,1,1,1,0,0,no
50,1772,206,-1,1,1,1,0,0,0,no
27,-151,283,-1,0,0,1,0,0,0,no
55,16,64,-1,0,1,0,0,0,0,no
39,7066,667,357,0,0,1,1,0,0,yes
31,454,73,-1,0,0,1,0,0,0,no
37,4798,156,-1,0,1,1,1,0,0,no
28,-298,559,-1,0,0,1,1,1,0,no
42,439,143,-1,0,1,1,0,0,0,no
40,1927,62,-1,0,0,1,1,0,0,no
59,671,219,259,0,0,1,1,0,1,no
40,65,15,-1,0,0,1,1,0,0,no
43,-932,567,-1,0,1,1,1,0,0,no
38,4366,188,-1,0,0,1,1,0,0,no
54,0,159,-1,0,1,0,1,0,0,no
41,4900,121,-1,0,1,1,1,0,0,no
55,976,345,94,0,0,0,0,0,0,yes
33,148,717,-1,0,1,1,0,0,0,no
46,5,71,-1,0,1,1,0,0,0,no
36,-148,144,-1,0,1,1,0,0,0,no
48,113,38,-1,0,0,1,0,0,1,no
42,-105,60,-1,0,1,1,1,0,0,no
46,624,336,183,0,0,1,0,0,0,yes
49,-1680,92,-1,0,1,1,1,1,1,no
36,-461,254,353,0,1,1,0,0,0,no
34,144,104,85,0,0,1,1,0,1,no
51,4,74,-1,0,0,1,1,0,1,no
58,309,156,-1,0,1,0,0,0,0,no
48,866,146,-1,0,1,1,0,0,0,no
41,1020,882,-1,0,0,1,1,0,0,yes
49,489,84,-1,0,1,0,1,0,0,no
43,8167,114,-1,0,1,0,1,0,0,no
32,-255,957,-1,0,0,1,0,0,1,no
54,3671,67,-1,0,1,1,0,0,0,no
33,636,211,-1,0,0,0,1,0,0,no
35,141,299,-1,0,1,1,1,0,0,no
56,150,102,349,0,1,1,1,0,1,no
57,839,225,-1,0,1,1,0,0,1,no
31,26965,654,-1,0,0,0,0,0,0,yes
33,716,234,-1,0,0,1,1,0,0,no
29,2485,48,-1,0,0,1,0,0,0,no
38,15030,167,174,0,0,1,1,0,0,no
37,11303,500,-1,0,1,1,0,0,0,no
33,595,22,-1,0,1,1,0,0,0,no
30,19358,258,-1,0,0,1,0,0,0,no
31,203,177,-1,0,0,1,0,0,1,no
28,183,62,-1,0,0,1,1,0,1,no
26,255,457,80,0,0,1,0,0,0,yes
31,102,460,345,0,0,1,1,0,0,no
50,94,184,-1,0,0,0,1,0,0,no
45,58,119,371,0,1,0,1,0,0,no
48,606,77,-1,0,1,0,0,0,0,no
41,0,107,-1,0,1,1,0,0,1,no
60,65,1028,-1,0,1,0,1,0,0,yes
41,338,87,-1,0,1,1,1,0,0,no
43,757,315,-1,0,1,0,1,0,0,no
36,9269,107,-1,0,1,1,1,0,1,no
40,1206,201,-1,0,1,0,0,0,1,no
28,882,94,205,0,0,1,0,0,1,no
27,5291,192,92,0,0,1,0,0,0,yes
49,61,185,246,0,0,1,1,0,0,no
37,0,77,-1,0,1,1,1,0,0,no
31,1407,142,-1,0,1,1,1,0,0,no
31,25,381,-1,0,0,1,0,1,0,no
31,1354,222,-1,0,1,1,1,0,1,no
35,793,106,-1,0,1,0,1,0,0,no
51,10287,117,-1,0,0,0,1,0,0,no
33,5235,67,-1,0,0,1,0,0,0,no
30,3,45,169,0,0,1,1,0,0,no
58,409,643,-1,0,0,1,0,0,1,no
34,35,76,69,0,1,1,1,0,0,no
45,-459,508,-1,0,1,1,0,0,0,no
28,198,128,-1,0,0,1,0,0,0,yes
31,99,193,322,0,1,0,1,0,0,no
40,60,172,-1,0,1,1,0,0,0,no
30,3485,142,-1,0,0,1,0,0,0,no
34,-139,492,-1,0,1,1,1,0,1,no
40,952,140,-1,0,1,1,0,0,1,no
59,1427,140,-1,0,1,0,0,0,0,no
43,1017,257,-1,0,0,1,1,0,0,no
41,-29,41,266,0,1,1,0,0,0,no
33,9,91,-1,0,0,1,0,0,0,no
33,4040,132,-1,0,1,1,1,0,0,no
36,13,284,-1,0,1,1,0,0,0,no
32,1259,184,-1,0,0,1,0,0,0,no
25,18,225,-1,0,1,1,1,0,0,no
25,-76,241,-1,0,1,1,1,0,0,no
38,221,79,-1,0,0,1,0,0,0,no
34,136,156,-1,0,1,1,1,0,0,no
67,16353,223,-1,0,1,1,0,0,0,no
32,-63,198,-1,0,1,1,1,0,0,no
45,7353,536,-1,0,1,0,0,0,0,no
33,511,304,-1,0,1,0,1,0,0,no
38,3913,196,315,0,1,0,1,0,0,no
32,1097,298,-1,0,0,1,1,0,0,no
54,6102,86,-1,0,0,1,1,0,1,no
51,340,186,-1,0,0,1,1,0,0,no
42,-119,167,-1,0,1,0,1,0,0,no
41,2993,24,-1,0,1,1,1,0,0,no
39,3575,74,-1,0,0,1,0,0,1,no
38,361,601,-1,0,1,1,1,0,0,no
39,1072,1168,-1,0,1,1,1,0,0,no
46,2904,277,-1,0,1,0,0,0,0,no
50,1790,748,-1,0,0,1,0,0,1,no
33,86,364,-1,0,1,1,1,0,0,no
37,1633,229,-1,0,1,1,1,0,0,no
31,8312,43,-1,0,1,1,0,0,0,no
34,172,177,-1,0,0,0,0,0,0,yes
34,0,262,99,0,1,1,1,0,0,yes
36,222,317,169,0,1,1,1,0,0,no
40,109,402,-1,0,1,1,0,0,0,no
40,1451,314,-1,0,1,1,0,0,0,yes
41,1066,109,-1,0,1,1,0,0,0,yes
52,3163,56,-1,0,1,1,0,0,0,no
40,888,169,-1,0,0,1,1,0,0,no
48,428,127,-1,0,0,0,1,0,0,no
33,106,175,-1,0,0,1,0,0,0,no
44,0,56,-1,0,0,1,0,0,0,no
55,979,123,-1,0,1,1,0,0,1,no
51,2662,148,-1,0,1,1,0,0,0,no
34,84,231,-1,0,0,1,0,0,0,no
58,5920,255,-1,0,0,0,1,0,0,no
39,816,37,-1,0,0,1,1,0,0,no
27,3276,106,110,1,0,1,0,0,0,no
55,2,95,-1,0,0,0,1,0,0,no
35,-51,134,-1,0,0,1,0,0,0,no
37,3315,820,-1,0,0,1,1,0,0,no
52,196,116,273,0,1,1,1,0,1,no
41,552,463,-1,0,1,1,1,0,0,no
52,2347,603,-1,0,1,1,0,0,1,no
34,3723,47,-1,0,0,1,1,0,0,no
53,255,126,-1,0,0,0,0,0,0,no
33,3143,421,-1,0,0,1,0,0,0,yes
47,0,174,-1,0,1,1,0,0,0,no
35,6411,144,266,0,1,1,1,0,1,no
33,1909,191,-1,0,0,1,0,0,0,no
55,3873,222,-1,0,1,0,0,0,0,no
58,1013,206,461,0,1,0,1,0,0,yes
44,262,74,-1,0,1,1,1,0,0,no
25,3217,24,-1,0,0,1,1,0,0,no
37,5436,7,351,0,0,1,1,0,0,no
41,2067,493,-1,0,1,0,1,0,0,no
34,215,350,-1,0,0,1,0,0,0,yes
36,1594,250,-1,0,0,1,0,0,0,no
44,134,86,-1,0,1,1,0,0,0,no
34,262,371,-1,0,0,1,0,0,0,no
56,3021,419,-1,0,0,0,0,0,0,no
43,388,2087,-1,0,0,1,1,0,0,yes
28,3412,22,-1,0,0,1,1,0,0,no
54,1291,266,-1,0,1,1,1,0,0,no
37,79,191,-1,0,0,1,0,0,0,no
59,2013,222,94,0,1,1,0,0,0,yes
58,543,264,-1,0,0,1,0,0,1,no
56,1016,184,-1,0,0,1,1,0,0,no
32,604,95,-1,0,0,1,0,0,1,no
42,525,127,-1,0,0,1,0,0,0,no
52,353,395,-1,0,0,0,0,0,0,no
46,964,174,-1,0,1,1,1,0,0,no
37,3913,124,-1,0,1,1,1,0,0,yes
39,879,102,-1,0,1,0,1,0,0,no
31,314,279,-1,0,1,1,1,0,0,no
59,0,76,-1,0,1,0,0,0,0,no
38,1370,472,-1,0,1,1,1,0,0,no
58,37,84,-1,0,1,1,0,0,0,no
34,673,271,184,0,0,1,1,0,1,no
40,-342,754,-1,0,1,1,1,0,0,no
20,291,172,371,0,0,1,0,0,0,no
34,209,375,-1,0,1,1,1,0,1,no
31,438,130,-1,0,0,1,1,0,0,no
39,1242,303,-1,0,0,1,1,0,0,no
34,355,261,-1,0,1,1,1,0,0,no
24,204,229,-1,0,1,1,1,0,1,no
41,10758,288,-1,0,1,1,1,0,0,no
40,5,219,-1,0,1,1,1,0,0,no
45,410,891,-1,0,0,1,1,0,0,yes
36,605,204,-1,0,1,1,1,0,0,no
53,4,19,-1,0,1,1,0,0,0,no
23,8494,158,-1,0,0,1,0,0,0,no
42,198,314,-1,0,1,0,1,0,0,no
48,841,215,-1,0,1,1,1,0,0,no
34,8,169,-1,0,1,1,0,0,0,no
36,470,101,-1,0,1,1,1,0,0,no
43,520,15,-1,0,1,1,1,0,0,no
36,439,260,-1,0,1,1,1,0,0,no
49,-454,558,-1,0,1,1,1,0,0,yes
55,466,287,-1,0,1,1,0,0,0,no
53,665,371,-1,0,1,1,1,0,0,yes
42,994,149,78,0,1,1,1,0,0,yes
45,5346,187,-1,0,1,1,1,0,1,yes
31,1243,32,-1,0,1,1,1,0,0,no
32,0,138,-1,0,1,1,1,0,0,no
36,2357,228,-1,0,1,1,1,0,0,no
56,1044,353,-1,0,1,1,0,0,0,yes
46,1069,45,-1,0,1,1,1,0,0,no
41,231,76,-1,0,0,1,0,0,0,no
31,0,144,-1,0,1,1,1,0,1,no
32,266,168,-1,0,1,1,1,0,0,no
38,-70,140,2,0,1,1,1,0,0,no
49,25824,94,-1,0,0,0,0,0,0,no
46,538,118,-1,0,0,0,0,0,0,no
29,534,382,-1,0,0,1,1,0,0,no
36,2323,111,-1,0,1,0,0,0,0,no
38,1852,298,-1,0,1,1,1,0,0,no
53,2647,121,-1,0,1,1,1,0,0,no
43,2767,317,-1,0,1,1,1,0,0,no
41,176,42,-1,0,1,1,1,0,1,no
42,9720,81,-1,0,0,1,0,0,0,no
55,1613,296,270,0,0,1,1,0,0,yes
39,2903,259,-1,0,0,1,1,0,1,no
30,81,121,112,0,0,1,1,0,0,no
41,780,432,-1,0,1,1,1,0,0,no
44,178,126,-1,1,1,1,0,0,0,no
58,299,120,-1,0,1,1,0,0,0,no
35,285,136,-1,0,1,0,1,0,0,no
27,872,1130,-1,0,1,1,1,0,0,no
34,1337,330,127,0,1,1,0,0,0,yes
25,72,305,-1,0,1,1,1,0,0,no
36,0,332,-1,0,1,1,0,0,0,no
38,-388,412,-1,0,1,1,1,0,0,no
30,11,157,-1,0,1,1,1,0,0,no
47,-535,71,-1,0,0,1,1,1,0,no
41,787,297,-1,0,0,1,1,0,0,no
36,3343,307,-1,0,0,1,0,0,0,no
63,3904,250,187,0,1,1,0,0,0,yes
23,736,119,-1,0,0,1,1,0,0,no
32,1390,116,-1,0,1,1,0,0,0,no
57,808,274,-1,0,1,0,0,0,0,no
48,1147,389,64,0,1,1,0,0,0,yes
49,1122,143,-1,0,1,1,0,0,0,no
50,-568,860,-1,0,1,1,1,0,1,no
33,1165,420,-1,0,1,0,1,0,0,no
53,-905,213,-1,0,0,1,1,0,0,no
30,0,756,-1,1,1,1,1,0,0,no
38,740,259,-1,0,1,1,0,0,0,no
44,8262,201,-1,0,1,1,1,0,0,no
39,14,19,-1,0,0,1,1,0,1,no
45,7108,53,172,0,0,0,1,0,1,no
36,1049,224,-1,0,1,1,1,0,0,yes
38,0,57,349,0,1,1,1,0,0,no
36,419,251,-1,0,1,1,1,0,0,no
30,726,39,342,0,0,1,1,0,0,no
28,594,54,-1,0,0,1,1,0,1,no
26,454,28,-1,1,1,1,1,0,1,no
54,2206,104,99,0,1,1,0,0,0,yes
38,1988,164,130,0,1,1,0,0,0,yes
32,0,268,-1,0,0,1,0,0,0,no
50,202,148,-1,0,0,1,0,0,1,no
43,667,228,-1,0,1,1,1,0,0,no
48,112,139,-1,0,1,1,0,0,0,no
57,50,89,-1,0,1,0,0,0,0,no
64,768,250,182,0,1,0,0,0,0,no
26,74,106,-1,0,0,1,1,0,0,no
33,661,968,-1,0,1,1,1,0,0,yes
50,3025,168,-1,0,1,1,0,0,1,no
47,751,408,-1,0,1,1,0,0,0,no
39,416,56,-1,0,0,1,0,0,0,no
52,14,55,-1,0,1,0,0,0,1,no
31,-502,76,-1,0,0,0,1,0,0,no
50,0,72,-1,0,1,0,0,0,0,no
47,599,99,-1,0,1,1,1,0,0,no
30,-218,13,-1,0,0,1,1,0,0,no
32,1012,178,-1,0,0,1,0,0,0,no
36,300,287,-1,0,1,1,0,0,0,no
46,217,141,346,0,1,1,1,0,0,no
45,2096,127,100,0,0,1,0,0,0,no
37,0,69,-1,0,0,1,0,0,0,no
58,5278,763,-1,0,1,0,1,0,0,no
59,1831,122,92,0,1,1,0,0,0,no
28,1480,143,-1,0,1,1,1,0,0,no
48,7289,316,-1,0,1,1,1,0,0,no
55,1665,89,-1,0,1,0,0,0,0,no
37,851,151,352,0,0,0,1,0,0,no
41,2885,40,-1,0,1,1,0,0,0,no
35,137,5,808,0,1,1,0,0,1,no
34,1239,90,-1,0,0,1,1,0,0,no
43,146,50,113,0,0,1,0,0,0,no
59,1,159,378,0,1,1,0,0,0,yes
50,-10,369,-1,0,0,0,0,0,1,no
37,480,344,182,0,1,1,0,0,0,yes
35,2789,256,94,0,1,1,1,0,0,no
50,3897,298,-1,0,0,1,0,0,0,no
36,487,268,-1,0,0,1,0,0,1,no
41,5110,231,-1,0,1,1,1,0,0,no
28,318,4,-1,0,1,1,1,0,0,no
42,-411,78,292,0,0,1,1,0,0,no
60,4820,419,-1,0,1,1,0,0,0,no
28,4937,421,-1,0,0,1,1,0,0,no
48,725,105,-1,0,1,1,0,0,1,no
51,5403,42,-1,0,1,1,0,0,0,no
32,4089,114,287,0,1,1,0,0,0,no
35,188,286,-1,0,1,1,0,0,0,no
37,189,238,107,0,1,0,0,0,0,yes
38,2998,91,-1,0,0,1,1,0,0,no
77,610,766,-1,0,1,1,0,0,0,no
32,787,92,-1,0,0,0,0,0,0,no
43,167,211,-1,0,0,1,0,0,0,no
36,243,160,360,0,0,1,1,0,0,no
29,877,166,-1,0,1,1,0,0,0,no
32,2817,195,-1,0,0,1,1,0,0,no
41,4567,106,-1,0,0,1,1,0,1,no
26,127,85,-1,0,0,1,1,0,1,no
34,176,78,-1,0,1,0,0,0,0,no
57,0,648,-1,0,1,1,1,0,1,yes
36,1482,177,174,0,0,1,1,0,0,no
42,3052,32,-1,0,1,1,1,0,0,no
35,56,24,-1,0,0,1,0,0,0,no
52,278,688,-1,0,0,0,1,0,0,no
36,3875,21,-1,0,0,1,1,0,0,no
46,-337,112,-1,0,1,1,1,0,0,no
60,366,593,-1,0,0,1,0,0,0,yes
57,501,59,-1,0,1,0,1,0,1,no
48,998,121,-1,0,1,1,1,0,0,no
59,0,97,-1,0,1,0,1,0,0,no
39,246,86,-1,0,1,1,0,0,0,no
44,-182,10,-1,0,1,1,1,0,1,no
27,446,205,-1,0,0,1,0,0,0,no
59,1173,77,-1,0,1,1,0,0,0,no
36,5957,138,-1,0,0,1,1,0,0,no
44,205,289,-1,0,1,1,0,0,0,yes
50,0,86,-1,0,1,1,0,0,0,no
41,369,9,-1,0,0,1,1,0,0,no
47,1934,225,364,0,1,1,0,0,1,no
32,259,407,-1,0,0,1,0,0,0,no
38,284,1030,-1,0,1,1,1,0,1,no
55,23,123,-1,0,1,0,0,0,0,no
38,1373,119,-1,0,0,1,0,0,0,no
31,62,175,293,0,0,1,1,0,0,no
38,157,299,-1,0,0,1,0,0,0,no
29,991,563,-1,1,0,1,0,0,0,no
55,186,241,-1,0,1,1,1,0,1,no
35,977,52,91,1,1,1,1,0,0,no
40,2893,76,-1,0,0,1,0,0,0,no
34,1897,441,-1,0,1,1,1,0,1,no
32,5514,319,182,0,0,1,0,0,0,yes
33,889,13,373,0,1,1,1,0,0,no
33,273,803,-1,0,1,1,1,0,0,yes
37,1193,396,-1,0,1,1,0,0,0,no
58,2729,188,-1,0,1,1,0,0,0,no
36,0,637,-1,0,0,1,0,0,0,no
42,230,175,-1,0,1,1,1,0,0,no
34,2729,945,139,0,0,1,1,0,0,no
35,317,162,-1,0,1,1,1,0,0,no
60,517,1178,-1,0,1,0,0,0,0,no
50,-470,506,170,0,1,1,1,0,0,no
28,4579,409,-1,0,0,1,0,0,0,yes
27,1,116,-1,0,0,1,1,0,0,no
37,5106,244,-1,0,1,1,0,0,0,yes
31,636,352,-1,0,1,1,1,0,0,yes
34,1076,152,182,0,1,1,0,0,0,yes
38,126,164,-1,0,1,1,1,0,0,no
32,-33,234,-1,0,1,1,1,0,0,no
37,430,154,-1,0,1,1,0,0,0,no
33,-6,566,-1,0,1,1,1,0,0,no
71,383,327,183,0,1,1,0,0,0,no
27,130,265,-1,0,1,1,1,0,0,no
38,2569,172,-1,0,1,0,0,0,0,no
34,201,257,-1,0,0,1,0,0,0,no
54,0,618,-1,0,0,1,0,0,0,yes
30,6,241,-1,0,1,1,1,0,0,no
35,475,936,-1,0,0,1,0,0,1,no
